155,?7,BMadhuparna ,0.228602,23,"Fri, 07 Aug 2015 18:47:09 (-5.9h) "
156,?84,Mujtaba Hasan ,0.228609,30,"Wed, 05 Aug 2015 19:42:09 "
157,?56,ChipMonkey ,0.228612,3,"Mon, 27 Jul 2015 17:53:02 "
158,?56,Alexander Larko ,0.228618,11,"Thu, 06 Aug 2015 04:54:37 "
159,?8,Anjana Agrawal ,0.228624,57,"Thu, 06 Aug 2015 13:22:09 (-2.9d) "
160,?8,Anjali Gupta Arya ,0.228624,6,"Tue, 04 Aug 2015 05:23:55 (-0.1h) "
161,new,jman ,0.228624,2,"Wed, 05 Aug 2015 07:40:40 (-0h) "
162,?9,Evilbot ,0.228624,30,"Fri, 07 Aug 2015 04:20:40 (-3.6d) "
163,?5,ITankoyeu ,0.228624,5,"Mon, 03 Aug 2015 14:20:09 "
164,?42,vettipaiyan ,0.228624,6,"Mon, 03 Aug 2015 16:11:29 "
165,?44,Gurupad S. Hegde ,0.228624,31,"Mon, 03 Aug 2015 17:19:40 "
166,new,Scirpus ,0.228624,12,"Thu, 06 Aug 2015 10:20:06 (-2.7d) "
167,?344,alex ,0.228624,25,"Mon, 03 Aug 2015 18:50:22 "
168,?147,stLone ,0.228624,27,"Fri, 07 Aug 2015 02:24:22 (-3.2d) "
169,new,rerun ,0.228624,1,"Tue, 04 Aug 2015 01:00:55 "
170,?44,Scott Carmack ,0.228624,34,"Tue, 04 Aug 2015 04:08:14 "
171,?16,nanoData ,0.228624,6,"Tue, 04 Aug 2015 06:21:31 "
172,?376,Purfvfet ,0.228624,3,"Tue, 04 Aug 2015 07:23:53 "
173,?29,rilut ,0.228624,12,"Tue, 04 Aug 2015 09:43:03 "
174,?71,Olalekan ,0.228624,8,"Tue, 04 Aug 2015 12:59:30 (-0.7h) "
175,?267,Stefanie Anderson ,0.228624,2,"Tue, 04 Aug 2015 16:05:18 "
176,new,Ivan Bagaev ,0.228624,1,"Tue, 04 Aug 2015 16:42:42 "
177,?20,Priyansu ,0.228624,21,"Tue, 04 Aug 2015 18:28:04 "
178,?32,Alexandros ,0.228624,9,"Tue, 04 Aug 2015 20:49:10 "
179,?21,Ayman Khalafallah ,0.228624,6,"Tue, 04 Aug 2015 21:12:21 "
180,?828,Inder ,0.228624,6,"Tue, 04 Aug 2015 21:42:57 (-0.5h) "
181,?41,sidb ,0.228624,6,"Wed, 05 Aug 2015 01:09:11 "
182,?49,Boris Shminke ,0.228624,7,"Wed, 05 Aug 2015 06:46:47 "
183,?329,OverfitterScientist ,0.228624,3,"Thu, 06 Aug 2015 23:54:21 (-34.8h) "
184,?139,Mat ,0.228624,6,"Wed, 05 Aug 2015 13:42:52 "
185,?101,Sensei and boatowners ,0.228624,11,"Wed, 05 Aug 2015 18:32:39 "
,,,,,
186,?45,/r/datascience ,0.228624,20,"Wed, 05 Aug 2015 23:28:53 "
,,,,,
187,new,Dowakin ,0.228624,1,"Wed, 05 Aug 2015 23:51:37 "
188,?64,CodeBender ,0.228624,49,"Thu, 06 Aug 2015 04:43:29 "
189,new,bigO ,0.228624,4,"Thu, 06 Aug 2015 10:17:58 "
190,?54,hMnshu ,0.228624,6,"Thu, 06 Aug 2015 10:21:15 "
191,?19,udit saini ,0.228624,24,"Thu, 06 Aug 2015 10:48:59 (-0h) "
192,?4,RKR ,0.228624,19,"Thu, 06 Aug 2015 21:42:44 "
193,new,Dmitry Larko ,0.228624,1,"Thu, 06 Aug 2015 22:49:24 "
194,?44,ehk116 ,0.228635,19,"Tue, 04 Aug 2015 14:04:08 (-0h) "
195,?57,Chippy ,0.228643,23,"Thu, 06 Aug 2015 22:18:27 "
196,?89,Olivier ,0.228684,16,"Thu, 30 Jul 2015 14:06:32 (-2.1d) "
197,?89,harjeet ,0.228684,5,"Fri, 31 Jul 2015 15:55:34 "
198,?87,Pinak Panigrahi ,0.228697,56,"Wed, 29 Jul 2015 04:30:37 "
199,?83,Willie Liao ,0.228697,5,"Sun, 26 Jul 2015 07:20:35 "
200,?75,lcl ,0.228697,7,"Sun, 26 Jul 2015 21:40:42 "
201,?74,Evgenii Nesterenko ,0.228697,7,"Tue, 28 Jul 2015 02:50:02 (-21.9h) "
202,?74,noobhound ,0.228697,38,"Mon, 27 Jul 2015 06:08:11 "
203,?74,Hassan Ghozlan ,0.228697,18,"Mon, 27 Jul 2015 06:12:38 "
204,?74,ibra ,0.228697,23,"Mon, 27 Jul 2015 06:18:23 "
205,?74,Attila Balogh ,0.228697,21,"Mon, 27 Jul 2015 09:18:21 "
206,?74,?????? ,0.228697,9,"Mon, 27 Jul 2015 09:58:33 "
207,?73,Sergei Bugrov ,0.228697,21,"Mon, 27 Jul 2015 11:13:03 "
208,?70,lnicalo ,0.228697,2,"Mon, 27 Jul 2015 20:32:36 "
209,?70,Harshaneel Gokhale ,0.228697,7,"Tue, 28 Jul 2015 00:18:05 "
210,?70,Max ,0.228697,14,"Tue, 28 Jul 2015 01:57:37 (-0.1h) "
211,?68,nopq ,0.228697,19,"Fri, 07 Aug 2015 09:34:44 (-10.2d) "
212,?67,philL ,0.228697,10,"Tue, 28 Jul 2015 11:18:19 "
213,?65,Matt 2 ,0.228697,1,"Wed, 29 Jul 2015 09:18:02 "
214,?65,datayo ,0.228697,1,"Wed, 29 Jul 2015 09:31:53 "
215,?65,amoyakd ,0.228697,7,"Wed, 29 Jul 2015 11:28:40 "
216,?65,Carlos J ,0.228697,18,"Wed, 29 Jul 2015 12:16:49 "
217,?65,Brad Dixon ,0.228697,24,"Mon, 03 Aug 2015 14:57:27 (-5d) "
218,?65,U023 ,0.228697,1,"Wed, 29 Jul 2015 22:18:50 "
219,?65,Nikesh Bajaj ,0.228697,2,"Wed, 29 Jul 2015 22:26:26 "
220,?64,Udaya Bhanu ,0.228697,41,"Thu, 30 Jul 2015 04:49:26 "
221,?64,Weipeng Zhang ,0.228697,3,"Thu, 30 Jul 2015 06:57:30 "
222,?62,Furious Panda ,0.228697,15,"Wed, 05 Aug 2015 18:11:47 (-5.8d) "
,,,,,
223,?62,??????? ,0.228697,19,"Thu, 30 Jul 2015 22:21:44 "
224,?61,Zichen Wang ,0.228697,12,"Fri, 31 Jul 2015 11:04:28 "
225,?60,Janek ,0.228697,10,"Fri, 31 Jul 2015 12:27:27 "
226,?60,Phil Culliton ,0.228697,15,"Sun, 02 Aug 2015 21:04:52 (-46.3h) "
227,?219,Strawberry_Field ,0.228697,5,"Thu, 06 Aug 2015 20:36:20 (-5d) "
228,new,Elijah Paling ,0.228697,1,"Sun, 02 Aug 2015 10:07:40 "
229,new,Mostafa ,0.228697,3,"Sun, 02 Aug 2015 11:32:06 "
230,?35,Thomas Jungblut ,0.228697,10,"Sun, 02 Aug 2015 20:04:54 "
231,?62,cydonia ,0.228699,2,"Mon, 27 Jul 2015 22:11:42 "
232,?62,Shubin ,0.228699,11,"Sat, 01 Aug 2015 19:07:23 (-3.6d) "
233,?60,ask788 ,0.228699,1,"Thu, 30 Jul 2015 15:27:12 "
234,?60,Charlotte Bourne ,0.228787,26,"Mon, 27 Jul 2015 00:10:05 "
235,?44,Santanu ,0.228828,113,"Wed, 05 Aug 2015 01:58:58 (-0.4h) "
236,?60,monkeytater ,0.228836,51,"Mon, 03 Aug 2015 17:59:08 (-0.3h) "
237,?62,Krishna Chaitanya ,0.228849,26,"Mon, 13 Jul 2015 03:28:49 "
,,,,,
238,?57,pseud0nym ,0.228926,50,"Mon, 03 Aug 2015 21:05:37 (-0.1h) "
239,?60,arnaud demytt ,0.228936,12,"Tue, 21 Jul 2015 21:39:04 "
240,?19,secauvr ,0.228949,7,"Fri, 07 Aug 2015 18:18:21 (-4.7h) "
241,?59,Adi ,0.229105,3,"Sat, 25 Jul 2015 00:16:37 "
242,?59,sarah ,0.229168,2,"Sat, 25 Jul 2015 22:00:29 "
243,?59,Tanay ,0.229168,57,"Thu, 30 Jul 2015 22:22:25 (-2.3d) "
244,?59,Aditya Challa ,0.229168,21,"Fri, 07 Aug 2015 01:50:58 (-6.3d) "
245,?58,pastor_TT ,0.229332,26,"Tue, 21 Jul 2015 12:00:28 (-26.3h) "
246,?58,achm ,0.229354,31,"Fri, 07 Aug 2015 01:01:29 (-17.9d) "
247,?58,gingerman ,0.229355,36,"Sat, 18 Jul 2015 06:12:59 "
248,?58,ROINdatageeks ,0.229414,105,"Fri, 07 Aug 2015 14:50:23 (-15.3d) "
,,,,,
249,?57,gbakie ,0.229445,12,"Wed, 29 Jul 2015 03:11:32 (-0.1h) "
250,new,?eduljko ,0.229453,6,"Fri, 07 Aug 2015 07:34:07 (-18.3h) "
251,?58,Kranthineo92 ,0.2295,36,"Fri, 07 Aug 2015 08:35:07 (-9.4d) "
252,?58,Pan Tofelek ,0.229534,39,"Fri, 07 Aug 2015 00:26:47 (-16.3d) "
253,?54,Sathish.S ,0.229534,4,"Thu, 23 Jul 2015 09:57:00 "
254,?51,victor_cantor ,0.229534,37,"Mon, 03 Aug 2015 06:23:17 (-9.9d) "
255,?51,Harshal ,0.229534,6,"Fri, 24 Jul 2015 09:02:16 "
256,?51,Dreamastiy ,0.229534,16,"Fri, 24 Jul 2015 10:50:28 "
257,?50,Timmy Shen ,0.229534,5,"Fri, 24 Jul 2015 21:55:45 "
258,?50,Rahul Gupta ,0.229534,1,"Sat, 25 Jul 2015 14:18:08 "
259,?50,????? ????????? (I want to PZAD) ,0.229534,2,"Sat, 25 Jul 2015 16:50:59 "
260,?50,Chris Maki ,0.229534,1,"Sat, 25 Jul 2015 19:33:18 "
261,?49,Tetsuro Tayama ,0.22954,11,"Fri, 07 Aug 2015 21:26:55 (-16.1d) "
262,?49,Harbet Fastro ,0.229599,12,"Mon, 20 Jul 2015 00:48:50 (-0.2h) "
263,?49,Upul Bandara ,0.229599,5,"Mon, 20 Jul 2015 04:18:08 (-0h) "
264,?49,Chitrasen ,0.229599,5,"Wed, 22 Jul 2015 03:03:29 (-38.1h) "
